TEAM_ID,TEAM_NAME,SEASON,W,L,W_PCT,PLUS_MINUS
1610612744,Golden State Warriors,2010-11,36,46,0.439,-191.0
1610612745,Houston Rockets,2010-11,43,39,0.524,179.0
1610612754,Indiana Pacers,2010-11,37,45,0.451,-88.0
1610612746,Los Angeles Clippers,2010-11,32,50,0.39,-257.0
1610612747,Los Angeles Lakers,2010-11,57,25,0.695,501.0
1610612763,Memphis Grizzlies,2010-11,46,36,0.561,192.0
1610612748,Miami Heat,2010-11,58,24,0.707,612.0
1610612749,Milwaukee Bucks,2010-11,35,47,0.427,-69.0
1610612750,Minnesota Timberwolves,2010-11,17,65,0.207,-544.0
1610612751,New Jersey Nets,2010-11,24,58,0.293,-512.0
1610612740,New Orleans Hornets,2010-11,46,36,0.561,73.0
1610612752,New York Knicks,2010-11,42,40,0.512,64.0
1610612760,Oklahoma City Thunder,2010-11,55,27,0.671,311.0
1610612753,Orlando Magic,2010-11,52,30,0.634,448.0
1610612755,Philadelphia 76ers,2010-11,41,41,0.5,123.0
1610612756,Phoenix Suns,2010-11,40,42,0.488,-73.0
1610612757,Portland Trail Blazers,2010-11,48,34,0.585,125.0
1610612758,Sacramento Kings,2010-11,24,58,0.293,-438.0
1610612759,San Antonio Spurs,2010-11,61,21,0.744,468.0
1610612761,Toronto Raptors,2010-11,22,60,0.268,-515.0
1610612762,Utah Jazz,2010-11,39,43,0.476,-150.0
1610612764,Washington Wizards,2010-11,23,59,0.28,-607.0
1610612737,Atlanta Hawks,2009-10,53,29,0.646,382.0
1610612738,Boston Celtics,2009-10,50,32,0.61,300.0
1610612766,Charlotte Bobcats,2009-10,44,38,0.537,120.0
1610612741,Chicago Bulls,2009-10,41,41,0.5,-134.0
1610612739,Cleveland Cavaliers,2009-10,61,21,0.744,535.0
1610612742,Dallas Mavericks,2009-10,55,27,0.671,223.0
1610612743,Denver Nuggets,2009-10,53,29,0.646,335.0
1610612765,Detroit Pistons,2009-10,27,55,0.329,-419.0
1610612744,Golden State Warriors,2009-10,26,56,0.317,-295.0
1610612745,Houston Rockets,2009-10,42,40,0.512,-30.0
1610612754,Indiana Pacers,2009-10,32,50,0.39,-247.0
1610612746,Los Angeles Clippers,2009-10,29,53,0.354,-521.0
1610612747,Los Angeles Lakers,2009-10,57,25,0.695,387.0
1610612763,Memphis Grizzlies,2009-10,40,42,0.488,-124.0
1610612748,Miami Heat,2009-10,47,35,0.573,187.0
1610612749,Milwaukee Bucks,2009-10,46,36,0.561,139.0
1610612750,Minnesota Timberwolves,2009-10,15,67,0.183,-787.0
1610612751,New Jersey Nets,2009-10,12,70,0.146,-748.0
1610612740,New Orleans Hornets,2009-10,37,45,0.451,-202.0
1610612752,New York Knicks,2009-10,29,53,0.354,-313.0
1610612760,Oklahoma City Thunder,2009-10,50,32,0.61,286.0
1610612753,Orlando Magic,2009-10,59,23,0.72,614.0
1610612755,Philadelphia 76ers,2009-10,27,55,0.329,-320.0
1610612756,Phoenix Suns,2009-10,54,28,0.659,402.0
1610612757,Portland Trail Blazers,2009-10,50,32,0.61,271.0
1610612758,Sacramento Kings,2009-10,25,57,0.305,-358.0
1610612759,San Antonio Spurs,2009-10,50,32,0.61,417.0
1610612761,Toronto Raptors,2009-10,40,42,0.488,-146.0
1610612762,Utah Jazz,2009-10,53,29,0.646,438.0
1610612764,Washington Wizards,2009-10,26,56,0.317,-392.0
1610612737,Atlanta Hawks,2008-09,47,35,0.573,129.0
1610612738,Boston Celtics,2008-09,62,20,0.756,616.0
1610612766,Charlotte Bobcats,2008-09,35,47,0.427,-104.0
1610612741,Chicago Bulls,2008-09,41,41,0.5,-23.0
1610612739,Cleveland Cavaliers,2008-09,66,16,0.805,732.0
1610612742,Dallas Mavericks,2008-09,50,32,0.61,162.0
1610612743,Denver Nuggets,2008-09,54,28,0.659,280.0
1610612765,Detroit Pistons,2008-09,39,43,0.476,-40.0
1610612744,Golden State Warriors,2008-09,29,53,0.354,-307.0
1610612745,Houston Rockets,2008-09,53,29,0.646,328.0
1610612754,Indiana Pacers,2008-09,36,46,0.439,-91.0
1610612746,Los Angeles Clippers,2008-09,19,63,0.232,-719.0
1610612747,Los Angeles Lakers,2008-09,65,17,0.793,628.0
1610612763,Memphis Grizzlies,2008-09,24,58,0.293,-448.0
1610612748,Miami Heat,2008-09,43,39,0.524,21.0
1610612749,Milwaukee Bucks,2008-09,34,48,0.415,-89.0
1610612750,Minnesota Timberwolves,2008-09,24,58,0.293,-403.0
1610612751,New Jersey Nets,2008-09,34,48,0.415,-200.0
1610612740,New Orleans Hornets,2008-09,49,33,0.598,127.0
1610612752,New York Knicks,2008-09,32,50,0.39,-214.0
1610612760,Oklahoma City Thunder,2008-09,23,59,0.28,-500.0
1610612753,Orlando Magic,2008-09,59,23,0.72,549.0
1610612755,Philadelphia 76ers,2008-09,41,41,0.5,6.0
1610612756,Phoenix Suns,2008-09,46,36,0.561,158.0
1610612757,Portland Trail Blazers,2008-09,54,28,0.659,438.0
1610612758,Sacramento Kings,2008-09,17,65,0.207,-718.0
1610612759,San Antonio Spurs,2008-09,54,28,0.659,308.0
1610612761,Toronto Raptors,2008-09,33,49,0.402,-231.0
1610612762,Utah Jazz,2008-09,48,34,0.585,217.0
1610612764,Washington Wizards,2008-09,19,63,0.232,-612.0
1610612737,Atlanta Hawks,2007-08,37,45,0.451,-149.0
1610612738,Boston Celtics,2007-08,66,16,0.805,841.0
1610612766,Charlotte Bobcats,2007-08,32,50,0.39,-359.0
1610612741,Chicago Bulls,2007-08,33,49,0.402,-253.0
1610612739,Cleveland Cavaliers,2007-08,45,37,0.549,-29.0
1610612742,Dallas Mavericks,2007-08,51,31,0.622,372.0
1610612743,Denver Nuggets,2007-08,50,32,0.61,304.0
1610612765,Detroit Pistons,2007-08,59,23,0.72,606.0
1610612744,Golden State Warriors,2007-08,48,34,0.585,181.0
1610612745,Houston Rockets,2007-08,55,27,0.671,384.0
1610612754,Indiana Pacers,2007-08,36,46,0.439,-115.0
1610612746,Los Angeles Clippers,2007-08,23,59,0.28,-596.0
1610612747,Los Angeles Lakers,2007-08,57,25,0.695,595.0
1610612763,Memphis Grizzlies,2007-08,22,60,0.268,-509.0
1610612748,Miami Heat,2007-08,15,67,0.183,-709.0
1610612749,Milwaukee Bucks,2007-08,26,56,0.317,-565.0
1610612750,Minnesota Timberwolves,2007-08,22,60,0.268,-556.0
1610612751,New Jersey Nets,2007-08,34,48,0.415,-415.0
1610612740,New Orleans Hornets,2007-08,56,26,0.683,433.0
1610612752,New York Knicks,2007-08,23,59,0.28,-542.0
1610612753,Orlando Magic,2007-08,52,30,0.634,448.0
1610612755,Philadelphia 76ers,2007-08,40,42,0.488,34.0
1610612756,Phoenix Suns,2007-08,55,27,0.671,414.0
1610612757,Portland Trail Blazers,2007-08,41,41,0.5,-80.0
1610612758,Sacramento Kings,2007-08,38,44,0.463,-185.0
1610612759,San Antonio Spurs,2007-08,56,26,0.683,393.0
1610612760,Seattle SuperSonics,2007-08,20,62,0.244,-718.0
1610612761,Toronto Raptors,2007-08,41,41,0.5,238.0
1610612762,Utah Jazz,2007-08,54,28,0.659,564.0
1610612764,Washington Wizards,2007-08,43,39,0.524,-27.0
1610612737,Atlanta Hawks,2006-07,30,52,0.366,-390.0
1610612738,Boston Celtics,2006-07,24,58,0.293,-280.0
1610612766,Charlotte Bobcats,2006-07,33,49,0.402,-307.0
1610612741,Chicago Bulls,2006-07,49,33,0.598,411.0
1610612739,Cleveland Cavaliers,2006-07,50,32,0.61,314.0
1610612742,Dallas Mavericks,2006-07,67,15,0.817,592.0
1610612743,Denver Nuggets,2006-07,45,37,0.549,133.0
1610612765,Detroit Pistons,2006-07,53,29,0.646,341.0
1610612744,Golden State Warriors,2006-07,42,40,0.512,-28.0
1610612745,Houston Rockets,2006-07,52,30,0.634,398.0
1610612754,Indiana Pacers,2006-07,35,47,0.427,-200.0
1610612746,Los Angeles Clippers,2006-07,40,42,0.488,-38.0
1610612747,Los Angeles Lakers,2006-07,42,40,0.512,-6.0
1610612763,Memphis Grizzlies,2006-07,22,60,0.268,-422.0
1610612748,Miami Heat,2006-07,44,38,0.537,-75.0
1610612749,Milwaukee Bucks,2006-07,28,54,0.341,-359.0
1610612750,Minnesota Timberwolves,2006-07,32,50,0.39,-301.0
1610612751,New Jersey Nets,2006-07,41,41,0.5,-63.0
1610612740,New Orleans/Oklahoma City Hornets,2006-07,39,43,0.476,-129.0
1610612752,New York Knicks,2006-07,33,49,0.402,-234.0
1610612753,Orlando Magic,2006-07,40,42,0.488,64.0
1610612755,Philadelphia 76ers,2006-07,35,47,0.427,-248.0
1610612756,Phoenix Suns,2006-07,61,21,0.744,599.0
1610612757,Portland Trail Blazers,2006-07,32,50,0.39,-352.0
1610612758,Sacramento Kings,2006-07,33,49,0.402,-148.0
1610612759,San Antonio Spurs,2006-07,58,24,0.707,691.0
1610612760,Seattle SuperSonics,2006-07,31,51,0.378,-237.0
1610612761,Toronto Raptors,2006-07,47,35,0.573,81.0
1610612762,Utah Jazz,2006-07,51,31,0.622,235.0
1610612764,Washington Wizards,2006-07,41,41,0.5,-42.0
